point 1,point 2,point 3,point 4,point 5,point 6,point 7,point 8,point 9,point 10,point 11,point 12,point 13,point 14,point 15,point 16,point 17,point 18,point 19,point 20,bookname
5.583317249,5.31450653,5.225390851,5.381618735,5.344705012,5.230907804,5.289028823,5.37310204,5.408021296,5.334845268,5.335062408,5.371895709,5.389902207,5.450395677,5.441790517,5.442409766,5.542390465,5.581797272,5.577920929,0.231937206,Sacred books of the east by aÅ_vaghosha et al.   free ebook
5.545132479,5.62424717,5.558501613,5.42076411,5.450672186,5.503682572,5.47705618,5.43575544,5.444407153,5.54004214,5.463314128,5.397363465,5.416773881,5.435102832,5.434729914,5.431205832,5.463742984,5.370886241,5.247692566,0.178236468,Democracy in america ‰ÛÓ volume 2 by alexis de tocqueville   free ebook
5.487303892,5.385540249,5.376190813,5.461592945,5.53351985,5.525162021,5.459875341,5.404150583,5.410578319,5.514342883,5.553954032,5.509597337,5.471774622,5.463292843,5.450897758,5.438679746,5.486135213,5.487038283,5.420104827,0.607553919,"Walden, and on the duty of civil disobedience by henry david thoreau   free ebook"
5.232381946,5.200238468,5.198201555,5.215490474,5.237176143,5.238865291,5.236108006,5.247559431,5.240355715,5.237126462,5.233499764,5.23697742,5.232431627,5.240802842,5.225476315,5.22207318,5.219092332,5.204858782,5.197183099,5.197307301,"Tartuffe; or, the hypocrite by moliÌ¬re   free ebook"
5.426297703,5.40312238,5.309097486,5.336366925,5.285067167,5.276698071,5.305176014,5.420411385,5.432151137,5.354667127,5.350400368,5.465389105,5.348649271,5.35911475,5.358358408,5.354650685,5.344555155,5.314293231,5.308776862,0.146993538,The moonstone by wilkie collins   free ebook
5.643838695,5.740977975,5.756357157,5.615953895,5.503740448,5.499534451,5.566075901,5.51223271,5.382874205,5.365456238,5.561966224,5.773550376,5.76045078,5.676956913,5.487799396,5.256951133,5.188274578,5.106739228,5.11813716,0.384961151,Beeton's book of needlework by mrs. beeton   free ebook
5.48909711,5.450997279,5.4271246,5.40387199,5.414895449,5.420407179,5.38899032,5.369354783,5.352578456,5.443384202,5.458782597,5.422232939,5.393571945,5.359330325,5.362189535,5.332908471,5.30927693,5.263839609,5.287436701,0.058527679,The house of souls by arthur machen   free ebook
5.324172611,5.326862355,5.320781195,5.302303824,5.27528944,5.254473161,5.232838265,5.2179862,5.191088762,5.172845281,5.173196117,5.162904923,5.15284762,5.163840486,5.171208046,5.187229564,5.209098351,5.221260671,5.23143492,1.848438779,The game of logic by lewis carroll   free ebook
5.463649096,5.473675834,5.480805959,5.465367965,5.438661828,5.418576522,5.420390884,5.431181564,5.447892793,5.455595875,5.444805195,5.42513369,5.41259231,5.416061879,5.41746244,5.411191749,5.416698498,5.423446651,5.429144385,1.913865546,Alice in wonderland by lewis carroll and alice gerstenberg   free ebook
5.299820802,5.27652505,5.269431793,5.245221384,5.263495856,5.272866423,5.277999701,5.333177779,5.347998955,5.367673411,5.392219816,5.408459643,5.415272904,5.421432838,5.435526021,5.389438513,5.374300007,5.342175017,5.297636825,0.403046368,When the sleeper wakes by h. g. wells   free ebook
5.472362545,5.471410791,5.467457354,5.448495497,5.444395637,5.426971228,5.415769822,5.440442199,5.409034336,5.403250604,5.408521854,5.45955048,5.473680357,5.476389194,5.488615565,5.50874881,5.517827074,5.528589209,5.542572663,0.382238817,The middle class gentleman by moliÌ¬re   free ebook
5.448412698,5.444818808,5.416442049,5.422881102,5.436133573,5.446540881,5.443995208,5.457996406,5.459269242,5.466981132,5.482854148,5.494459419,5.492063492,5.478885894,5.472896077,5.438005391,5.425426774,5.416067685,5.437631027,2.144354597,The miser by moliÌ¬re   free ebook
5.541457587,5.486021505,5.447072879,5.443433508,5.392813161,5.42382134,5.424280857,5.428012131,5.416046319,5.408657293,5.395993015,5.390184726,5.407866924,5.397132616,5.379248231,5.330833563,5.333461998,5.311846338,5.406084,5.47922066,The story girl by l. m. montgomery   free ebook
5.401324566,5.384934248,5.328890318,5.371998285,5.380681818,5.35563179,5.352070231,5.424266247,5.484967601,5.393046026,5.35457166,5.439524967,5.542548123,5.496271679,5.419453974,5.439239089,5.511828188,5.499666476,5.395487898,0.329342958,The custom of the country by edith wharton   free ebook
5.363603143,5.355563676,5.35355381,5.344783483,5.352274804,5.360131555,5.376758633,5.385894391,5.392837566,5.385894391,5.377672209,5.389548694,5.389548694,5.37949936,5.380595651,5.399415312,5.395030148,5.403069614,5.411657226,2.505390097,The scarlet plague by jack london   free ebook
5.391304348,5.408672023,5.434073724,5.468631853,5.452327505,5.405541115,5.365784499,5.340382798,5.319411626,5.345758507,5.312677221,5.288220699,5.273393195,5.273983932,5.273511342,5.269553403,5.295132325,5.288220699,5.30186673,1.380257561,Magic of oz
5.403312629,5.382608696,5.395031056,5.386335404,5.394824017,5.402484472,5.417598344,5.409730849,5.398343685,5.392753623,5.385300207,5.383229814,5.376811594,5.358385093,5.373913043,5.383643892,5.399585921,5.38447205,5.347412008,0.355072464,The great god pan by arthur machen   free ebook
5.315935953,5.360718546,5.387501355,5.371814797,5.389525427,5.418115444,5.376368959,5.342863339,5.320959988,5.272056963,5.234177901,5.212635992,5.244731991,5.261864315,5.287888098,5.31774316,5.31835761,5.314092601,5.307261358,1.379911085,The amateur cracksman by e. w. hornung   free ebook
5.294894201,5.318269771,5.324573997,5.345390425,5.363866176,5.359933837,5.367143125,5.387678672,5.409493789,5.373384932,5.365052119,5.351569815,5.332969228,5.312558517,5.259440734,5.256475875,5.271456214,5.313682042,5.362461769,0.799575557,The man who was thursday: a nightmare by g. k. chesterton   free ebook
5.501844046,5.506059009,5.504214963,5.511327713,5.526080084,5.538198103,5.541622761,5.562961012,5.570337197,5.560590095,5.551369863,5.532402529,5.51369863,5.517386723,5.521074816,5.538988409,5.565068493,5.574288725,5.588514226,5.591938883,The autobiography of charles darwin by charles darwin   free ebook
5.484115139,5.47793177,5.46641791,5.456801706,5.450511727,5.451428571,5.440724947,5.403091684,5.384989339,5.365692964,5.350191898,5.359957356,5.381982942,5.372835821,5.371769723,5.377100213,5.355820896,5.353901919,5.382025586,1.131940299,"Lyrical ballads, with a few other poems (1798) by coleridge and wordsworth   free ebook"
5.384128048,5.378387433,5.388968986,5.311510215,5.429687823,5.498443446,5.440687217,5.517705561,5.437325664,5.409868587,5.513067897,5.473617641,5.415198889,5.383939831,5.351284204,5.367813409,5.459851459,5.552258414,5.537080606,0.091198603,The poetical works of william wordsworth ‰ÛÓ volume 3 (of 8) by william wordsworth   free ebook
5.317402616,5.306995973,5.301436259,5.29876332,5.288000285,5.260700666,5.254178695,5.254071777,5.234006914,5.233864357,5.228090809,5.22670088,5.244805588,5.267650308,5.280658612,5.263124131,5.254927118,5.256352685,5.266046545,1.457108236,The playboy of the western world: a comedy in three acts by j. m. synge   free ebook
5.344199914,5.35013338,5.399562591,5.290180848,5.38937272,5.458642266,5.46896944,5.44044957,5.325242242,5.340669256,5.359685771,5.28901377,5.343680122,5.376691774,5.251716292,5.424139893,5.20769095,5.26319093,5.308128359,0.288278216,"The journal of negro history, volume 1, january 1916 by various   free ebook"
5.446907883,5.438937935,5.380595684,5.41371277,5.424090423,5.442839308,5.444132335,5.461320671,5.390538612,5.343933922,5.302980649,5.366963171,5.413879971,5.384051186,5.385990726,5.377407705,5.325653201,5.369649545,5.407437132,0.129525593,Night and day by virginia woolf   free ebook
5.473018519,5.47337037,5.447314815,5.408074074,5.464592593,5.465851852,5.490092593,5.479185185,5.400851852,5.366759259,5.339444444,5.395,5.444,5.400777778,5.378518519,5.318185185,5.301259259,5.302333333,5.272796296,0.759574074,An essay on man; moral essays and satires by alexander pope   free ebook
5.412888509,5.393926433,5.360255679,5.327250261,5.375772265,5.447153312,5.466305484,5.467707442,5.512403764,5.544529988,5.524403574,5.449481988,5.389720559,5.389078985,5.396587777,5.338014447,5.239045718,5.179284289,5.224788518,0.333380857,Allan quatermain by h. rider haggard   free ebook
5.446190641,5.509041575,5.537237691,5.534973504,5.546652584,5.552771353,5.532162997,5.502862103,5.453705558,5.49576603,5.431518948,5.341455272,5.355878086,5.374143342,5.287539684,5.259379989,5.303219031,5.436180868,5.490873442,0.04114387,"Manners, customs, and dress during the middle ages and during the renaissance   free ebook"
5.410202753,5.40890067,5.410574777,5.44094122,5.462239583,5.435500372,5.431129092,5.407366071,5.399879092,5.415876116,5.427222842,5.402483259,5.392717634,5.427269345,5.441266741,5.417922247,5.418480283,5.43094308,5.405645461,1.461914063,Candide by voltaire   free ebook
5.517257401,5.543807248,5.504668348,5.449245542,5.453980265,5.433957255,5.417031727,5.491017302,5.566418868,5.59644232,5.605933891,5.600292048,5.546705606,5.486216204,5.470640294,5.48006549,5.415527236,5.420770831,5.408668525,0.523496615,The kama sutra of vatsyayana by vatsyayana   free ebook
5.565558633,5.523545706,5.48271263,5.471273212,5.433107623,5.390735611,5.352108341,5.34384939,5.356981635,5.35190315,5.349594747,5.355853083,5.364060737,5.374576793,5.353390787,5.346978558,5.3056838,5.284754283,5.277572586,1.662101159,Chess fundamentals by josÌ© raÌ_l capablanca   free ebook
5.342570979,5.335991804,5.312173635,5.24945966,5.196497735,5.243533216,5.295755957,5.295596016,5.39304302,5.369842999,5.346426842,5.332888094,5.225446969,5.184337933,5.210991804,5.130118097,5.157973683,5.246446727,5.227621295,0.164561504,The aeneid by virgil   free ebook
5.241102564,5.252025641,5.320051282,5.379923077,5.451948718,5.384128205,5.380820513,5.378769231,5.347153846,5.436435897,5.407974359,5.413153846,5.409615385,5.356564103,5.374307692,5.318179487,5.337692308,5.337205128,5.308948718,0.106384615,The warden by anthony trollope   free ebook
5.478005175,5.44374853,5.441631381,5.459362503,5.498617972,5.555457539,5.467889908,5.468389791,5.424870619,5.488561515,5.519848271,5.572953423,5.543166314,5.507998118,5.374970595,5.380910374,5.412520583,5.468272171,5.472153611,0.105592802,Persuasion by jane austen   free ebook
5.32425824,5.335778436,5.345323741,5.350848733,5.366107114,5.375911036,5.351577561,5.362627545,5.345558847,5.348873842,5.377533268,5.374829548,5.367964452,5.320473033,5.292871585,5.282879579,5.300371468,5.289109889,5.301499976,0.312338365,"Psmith, journalist by p. g. wodehouse   free ebook"
5.310995123,5.307813929,5.328672661,5.312423804,5.316119323,5.293412831,5.318329016,5.346769278,5.324710454,5.31598598,5.2766306,5.2971274,5.30307071,5.305718531,5.345454892,5.362960988,5.356389058,5.313433404,5.297851265,0.390905974,The piazza tales by herman melville   free ebook
5.466374038,5.449027207,5.373194137,5.373523674,5.428595908,5.502174945,5.417220289,5.40042708,5.366352947,5.414860804,5.472384794,5.558209427,5.55769535,5.503321734,5.457516081,5.46799536,5.484287673,5.43874565,5.406806918,0.55263366,"The essays of ""george eliot"" by george eliot   free ebook"
5.215462366,5.243784946,5.237268817,5.235612903,5.19311828,5.194430108,5.214344086,5.291763441,5.359225806,5.391505376,5.365870968,5.330537634,5.328795699,5.300322581,5.241827957,5.211376344,5.230322581,5.304516129,5.32316129,0.641290323,The insidious dr. fu manchu by sax rohmer   free ebook
5.396561086,5.371915535,5.353996983,5.270799397,5.246485671,5.220422323,5.245309201,5.282895928,5.354811463,5.395595777,5.399215686,5.397496229,5.437948718,5.430980392,5.420723982,5.35040724,5.297526395,5.215987934,5.189351433,0.425641026,Totem and taboo by sigmund freud   free ebook
5.666045356,5.66599358,5.625919022,5.593921508,5.553898726,5.502588796,5.531738635,5.498653826,5.465983225,5.480066273,5.466190328,5.456767112,5.431552242,5.405664285,5.405146526,5.371699285,5.409858134,5.382934659,5.363259812,1.391322357,Dream psychology: psychoanalysis for beginners by sigmund freud   free ebook
5.646934071,5.537685569,5.499972337,5.50274781,5.43560166,5.442932227,5.577879207,5.600737667,5.507192254,5.484213923,5.435315814,5.399031812,5.428003688,5.439815583,5.397399723,5.244223144,5.071304749,5.032558783,5.048934993,0.362332872,Myths and legends of ancient greece and rome by e. m. berens   free ebook
5.385083429,5.399676352,5.406688723,5.382055524,5.326129171,5.359040564,5.436529056,5.296662831,5.244282221,5.325690449,5.324460587,5.205171174,5.304984177,5.265254603,5.310407077,5.270440161,5.330537975,5.349690736,5.356544879,0.183278193,Ivanhoe: a romance by walter scott   free ebook
5.234253876,5.192308624,5.203330911,5.22938469,5.262306202,5.268350291,5.300484496,5.316388081,5.311482558,5.293556202,5.274733527,5.28901405,5.306661822,5.319246609,5.339474322,5.341375969,5.333817829,5.303125,5.309314438,0.265394864,Battle pieces and aspects of the war
5.46688793,5.536121252,5.496116827,5.448456688,5.353888705,5.348998783,5.353092156,5.365173139,5.322425047,5.338245381,5.370394955,5.43538002,5.420488992,5.402610908,5.414979533,5.441309879,5.44783715,5.400796548,5.3769001,0.886292731,Short stories by fyodor dostoyevsky   free ebook
5.344212034,5.34226361,5.318997135,5.326561605,5.353610315,5.330773639,5.315415473,5.263782235,5.270372493,5.316361032,5.441117479,5.542234957,5.535530086,5.481919771,5.414097421,5.366189112,5.297507163,5.272148997,5.264068768,0.998739255,Plays by susan glaspell   free ebook
5.467679756,5.469786624,5.48417608,5.516361843,5.546530393,5.515420477,5.511565358,5.466155639,5.39192218,5.358750224,5.377667205,5.390577371,5.418594226,5.453783396,5.473058992,5.481441635,5.483324368,5.48861395,5.519992828,0.167608033,The coming race by baron edward bulwer lytton lytton   free ebook
5.428077781,5.457339867,5.521612792,5.526010744,5.526152106,5.500267019,5.453130399,5.422391858,5.445748123,5.441507241,5.395046021,5.421873527,5.494471146,5.522366726,5.480837496,5.488188358,5.410690164,5.388700405,5.415747809,0.168284485,Clarissa harlowe; or the history of a young lady ‰ÛÓ volume 1 by samuel richardson   free ebook
5.683388478,5.783427404,5.813594784,5.829505644,5.816124951,5.806150253,5.765521604,5.723287271,5.687232386,5.689567925,5.695212145,5.652199299,5.633320358,5.610062281,5.618333982,5.57741339,5.482726742,5.429252627,5.417623589,1.829943558,Embroidery and tapestry weaving by grace christie   free ebook
5.309716872,5.309398887,5.328233352,5.367810188,5.354185776,5.295468721,5.354100165,5.425756742,5.347422491,5.324246316,5.300691005,5.283336391,5.393909374,5.433045924,5.371149025,5.352485782,5.292680242,5.265920626,5.288326301,5.327829756,The white company by arthur conan doyle   free ebook
5.375129534,5.3981227,5.439618533,5.498355485,5.53111061,5.527911692,5.487572276,5.473815424,5.430517384,5.439918901,5.44124052,5.471878051,5.461230007,5.495952542,5.478230833,5.49512653,5.475272208,5.499136442,5.495847413,0.191154164,"The divine comedy by dante, illustrated, paradise, complete by dante alighieri   free ebook"
5.427676978,5.473399972,5.456061396,5.399379412,5.346653086,5.36478911,5.409375148,5.295663777,5.376040236,5.442228433,5.403808802,5.489814771,5.421494781,5.351153536,5.401629637,5.310617904,5.435067191,5.423247588,5.432690637,0.250896142,Myths & legends of the celtic race by t. w. rolleston   free ebook
5.369460689,5.382897986,5.379831059,5.361156595,5.295659519,5.27985705,5.280415854,5.269993502,5.303534763,5.345367122,5.347680312,5.324288499,5.322300195,5.334814815,5.302495127,5.312046784,5.288525016,5.315061728,5.324704353,0.250175439,First lensman by e. e. smith   free ebook
5.43967773,5.37289236,5.432821138,5.509502823,5.537057076,5.557075964,5.4782104,5.393580184,5.385375883,5.51507073,5.49259252,5.421724674,5.382493557,5.358411868,5.340950676,5.205835481,5.144854113,5.10222913,5.251067346,0.019999213,The world as will and idea (vol. 3 of 3) by arthur schopenhauer   free ebook
5.185515051,5.157104391,5.171913836,5.184513946,5.172983982,5.198771058,5.25690417,5.272611157,5.275096658,5.304025131,5.336302126,5.341859983,5.335024855,5.331503728,5.296603148,5.279895057,5.254349627,5.2248343,5.248170395,0.665941729,"Uncle remus, his songs and his sayings by joel chandler harris   free ebook"
5.436839252,5.418880455,5.422844944,5.397228246,5.376135131,5.349078341,5.342386148,5.34757048,5.355651938,5.414899024,5.419117647,5.406614259,5.418558552,5.366461101,5.356854839,5.365292085,5.338099756,5.361005693,5.333084847,0.357871374,Against the grain by j. k. huysmans   free ebook
5.489286373,5.435782777,5.373778351,5.324442191,5.327494007,5.361930666,5.332306841,5.266024341,5.231845842,5.303291536,5.351770238,5.392264429,5.338253734,5.295998525,5.296597824,5.306592292,5.318808777,5.297298543,5.298045362,0.113599484,Faust [part 1]. translated into english in the original metres by goethe   free ebook
5.427753251,5.428389611,5.414747643,5.420713519,5.404486338,5.419758979,5.406196556,5.378833075,5.369645627,5.384122817,5.369963807,5.392037545,5.420514656,5.418804439,5.417889671,5.397565923,5.401582946,5.426202124,5.429025971,0.949886648,"Hamlet, prince of denmark by william shakespeare   free ebook"
5.443683589,5.439512003,5.483746556,5.52223534,5.556709957,5.571900826,5.560015742,5.577489177,5.600236128,5.59811098,5.586383314,5.591892956,5.577410468,5.547107438,5.511924439,5.473750492,5.504053522,5.492483274,5.475088548,2.344824872,An ideal husband by oscar wilde   free ebook
5.296727478,5.293582824,5.364385863,5.359635428,5.284721293,5.323854766,5.39111914,5.348052991,5.376585337,5.362244822,5.324144699,5.328315268,5.30616144,5.278008237,5.285620828,5.408700953,5.308072022,5.120002379,5.090659708,0.292646119,The religion of the ancient celts by j. a. macculloch   free ebook
5.315457973,5.296872921,5.295143047,5.29833666,5.321091151,5.356886228,5.373164782,5.391528055,5.434553116,5.442758927,5.438722555,5.418141495,5.405810601,5.397826569,5.393612774,5.377555999,5.371213129,5.376846307,5.406609004,2.281836327,A christmas carol in prose; being a ghost story of christmas by charles dickens   free ebook
5.327729408,5.249219556,5.278468324,5.267126819,5.261234105,5.348357487,5.398821457,5.339149674,5.307008248,5.31426137,5.285026922,5.284833601,5.291900561,5.226894547,5.253630141,5.257281762,5.250214801,5.299397125,5.382539523,0.178134666,"Commentaries on the laws of england, book the first by sir william blackstone   free ebook"
5.361958225,5.394699739,5.449477807,5.486788512,5.534438642,5.530574413,5.527415144,5.4645953,5.352610966,5.276214099,5.180182768,5.213994778,5.288590078,5.372506527,5.44689295,5.375221932,5.375561358,5.315300261,5.352793734,5.412167102,Gorgias by plato   free ebook
5.330362229,5.291796127,5.277762674,5.275710735,5.303020299,5.262648232,5.248705401,5.238646367,5.228250738,5.240264616,5.291116462,5.348719642,5.350758635,5.335113407,5.319131583,5.29255994,5.300735332,5.274331987,5.274196054,0.321889079,The lady of the lake by walter scott   free ebook
5.339445427,5.315428885,5.280973617,5.264605496,5.294053165,5.279503725,5.289494008,5.302548643,5.28361444,5.277660131,5.298288448,5.290615112,5.295772192,5.2872518,5.2764892,5.255985451,5.269114826,5.29714243,5.363113182,0.543336904,"Thuvia, maid of mars by edgar rice burroughs   free ebook"
5.544235531,5.496800922,5.527492462,5.552521266,5.547201726,5.457627534,5.435785551,5.441914054,5.502218518,5.525506827,5.499252323,5.4936141,5.450273331,5.464393401,5.419557277,5.438678205,5.436226804,5.466428064,5.499399407,0.483980095,Fairy tales every child should know by hamilton wright mabie   free ebook
5.420491784,5.460991995,5.519644445,5.473304152,5.40065423,5.410526193,5.368703478,5.348795702,5.401660737,5.397593746,5.445227283,5.466258602,5.432347502,5.427051636,5.393362904,5.43951594,5.548119236,5.565978887,5.571719489,0.218534947,The age of fable by thomas bulfinch   free ebook
5.499578059,5.460021097,5.445147679,5.434493671,5.421308017,5.421518987,5.424683544,5.429852321,5.418037975,5.394936709,5.367721519,5.357911392,5.35242616,5.350527426,5.340506329,5.335548523,5.321308017,5.318776371,5.344936709,2.454852321,The story of doctor dolittle by hugh lofting   free ebook
5.721844195,5.77670234,5.756321354,5.710589993,5.680952304,5.689949169,5.683323319,5.677282102,5.6450298,5.664615035,5.645890511,5.630901148,5.601036101,5.601913052,5.503174887,5.388229371,5.297643601,5.285041493,5.270555565,0.644672524,"A history of art for beginners and students: painting, sculpture, architecture   free ebook"
5.34122491,5.36833076,5.374678332,5.374206553,5.420741122,5.462772345,5.403799966,5.385572139,5.418553783,5.426531137,5.4333076,5.463673014,5.48151484,5.477783496,5.441628067,5.421170012,5.406416195,5.37304855,5.335220449,0.956896552,The four million by o. henry   free ebook
5.358920455,5.351278409,5.338607955,5.335568182,5.34875,5.3559375,5.3425,5.352727273,5.384829545,5.370482955,5.386789773,5.439573864,5.453579545,5.435397727,5.415056818,5.446278409,5.4428125,5.391477273,5.388096591,0.066960227,The wind in the willows
5.358995765,5.399165154,5.389062311,5.411566848,5.399443436,5.425238959,5.434361766,5.426134301,5.414591652,5.394410163,5.393393829,5.372667877,5.339830611,5.312377495,5.35322444,5.378499698,5.395644283,5.387755596,5.368348457,0.047114338,Spoon river anthology by edgar lee masters   free ebook
5.334370016,5.385832004,5.396717172,5.394790005,5.342849548,5.265988836,5.209968102,5.180741627,5.163596491,5.214978735,5.228176502,5.256472621,5.252246146,5.319603934,5.384675704,5.430090377,5.435699096,5.416081871,5.458147262,0.62814992,The satyricon ‰ÛÓ complete by petronius arbiter   free ebook
5.488239738,5.484374213,5.480118358,5.497267691,5.482926215,5.418219592,5.340141022,5.426164694,5.541249056,5.535557794,5.506786704,5.590292118,5.616935281,5.550125913,5.531767817,5.576668346,5.595920423,5.533140267,5.450050365,0.143616218,Aesthetical essays of friedrich schiller by friedrich schiller   free ebook
5.427846741,5.378352033,5.368574441,5.412379645,5.434162887,5.408828678,5.34354858,5.34880043,5.444984881,5.467812525,5.395559799,5.328041697,5.419382112,5.493335721,5.443502825,5.361502347,5.365779422,5.404402403,5.326112039,0.469632768,Tragic sense of life by miguel de unamuno   free ebook
5.602150221,5.524624448,5.513608247,5.49460972,5.535110457,5.549543446,5.547393225,5.505891016,5.472164948,5.490220913,5.435787923,5.439764359,5.423151694,5.451929308,5.517525773,5.588188513,5.601178203,5.528836524,5.478998527,0.338232695,The practice and science of drawing by harold speed   free ebook
5.339959569,5.370266975,5.41517456,5.532345013,5.593778077,5.536933641,5.404906302,5.351350918,5.367988705,5.371277756,5.37670068,5.342831472,5.317000385,5.287880246,5.292035682,5.302352073,5.322615839,5.346730202,5.402339238,0.611924015,The best american humorous short stories by h. c. bunner et al.   free ebook
5.415209948,5.4102541,5.394125068,5.351234457,5.32307623,5.338439358,5.311407461,5.298747522,5.339295369,5.357226527,5.340151379,5.362632907,5.362002163,5.33888989,5.323752027,5.33190665,5.312668949,5.275049558,5.282573437,5.333348351,Grace abounding to the chief of sinners by john bunyan   free ebook
5.360657966,5.401413812,5.426073953,5.449564981,5.497580207,5.518896139,5.524524198,5.506525285,5.482408918,5.479825992,5.455383361,5.431022295,5.43588907,5.430342577,5.414138119,5.387901033,5.371451876,5.382626427,5.393583469,1.345214791,"The song celestial; or, bhagavad gÌ¨tÌ¢ (from the mahÌ¢bhÌ¢rata) by sir edwin arnold   free ebook"
5.315901948,5.35097423,5.355122564,5.349717159,5.35009428,5.376618479,5.404588309,5.408108108,5.428786926,5.421307354,5.452796983,5.520678818,5.578189818,5.591451917,5.583783784,5.586235072,5.589063482,5.622878693,5.642614708,1.711187932,Road to oz
5.296575622,5.292091317,5.329107216,5.331757032,5.352874032,5.384753363,5.409090909,5.437831227,5.44586221,5.457602935,5.409580106,5.393803506,5.405055035,5.400040766,5.386587852,5.370892784,5.359722788,5.352507134,5.410925397,0.792254382,Tolstoy on shakespeare: a critical essay on shakespeare by graf leo tolstoy   free ebook
5.576146789,5.4930653,5.444495413,5.434133837,5.395008095,5.377657852,5.380652995,5.378764166,5.375769023,5.407933081,5.416783594,5.447301673,5.442120885,5.426065839,5.378980032,5.357393416,5.347814355,5.390933621,5.373070696,0.51014571,The princess of cleves by madame de la fayette   free ebook
5.430380853,5.417679944,5.396558351,5.409241789,5.406830887,5.404192872,5.460255066,5.458752621,5.453214535,5.41160028,5.365740741,5.398969252,5.401118099,5.422292103,5.396016771,5.38488819,5.449563242,5.477183788,5.540216632,0.286408106,The professor by charlotte brontÌÇ   free ebook
5.38614082,5.407626687,5.413228928,5.452349121,5.483065954,5.461675579,5.411350904,5.355869621,5.302107207,5.266902215,5.234530176,5.208015024,5.249809015,5.237394958,5.216991342,5.187834225,5.230965113,5.224376114,5.236312707,0.408581614,Sophist by plato   free ebook
5.387060478,5.389029536,5.389873418,5.38931083,5.388748242,5.375527426,5.377777778,5.369338959,5.364838256,5.365963432,5.354711674,5.351898734,5.331364276,5.317018284,5.306329114,5.313924051,5.314486639,5.312798875,5.31673699,5.320112518,The dunwich horror by h. p. lovecraft   free ebook
5.34643576,5.382666819,5.372374767,5.390908055,5.367665489,5.369260567,5.334928411,5.307166458,5.320572709,5.350803236,5.352816072,5.322927348,5.309976833,5.306292963,5.305685314,5.263415746,5.249098021,5.270251794,5.273176104,0.867760434,Summer by edith wharton   free ebook
5.332478632,5.325885226,5.32039072,5.323809524,5.315018315,5.317338217,5.316971917,5.309035409,5.2995116,5.294505495,5.294993895,5.292185592,5.290720391,5.295115995,5.304151404,5.295726496,5.295115995,5.295726496,5.292185592,3.021733822,The rubaiyat of omar khayyam by omar khayyam   free ebook
5.490806117,5.461628569,5.464261534,5.49130047,5.484132358,5.436760486,5.46226263,5.505453998,5.486131261,5.486958765,5.460994508,5.455685592,5.452483047,5.453471752,5.516157806,5.506603905,5.459328755,5.485819604,5.482939463,0.156473332,Pride and prejudice by jane austen   free ebook
5.276041667,5.270507813,5.258897569,5.248155382,5.248263889,5.24359809,5.243815104,5.252604167,5.253472222,5.262803819,5.277235243,5.283094618,5.287434896,5.285590278,5.293402778,5.292209201,5.291883681,5.291992188,5.290147569,2.938802083,"Mission furniture: how to make it, part 3 by h. h. windsor   free ebook"
5.377458523,5.4021441,5.387760904,5.332970966,5.340012042,5.360583356,5.387225716,5.389533717,5.420474311,5.440259566,5.474745785,5.480766658,5.490383329,5.518029168,5.488075328,5.49459794,5.509533048,5.534135001,5.568938988,0.225431496,The confessions of st. augustine by bishop of hippo saint augustine   free ebook
5.373805108,5.360450849,5.3520331,5.361820516,5.412612356,5.346116897,5.375850097,5.397517478,5.378779664,5.3990964,5.430760451,5.410262995,5.365491986,5.37267323,5.300118895,5.307832786,5.347867028,5.38110049,5.339059305,5.29274742,The reign of greed by josÌ© rizal   free ebook
5.521798923,5.52147706,5.480893024,5.453242041,5.479166667,5.510650749,5.503277154,5.530577013,5.561592931,5.529699204,5.494001639,5.453271301,5.401743914,5.408854167,5.47167603,5.479898174,5.464448736,5.440162687,5.415262172,0.243650515,Northanger abbey by jane austen   free ebook
5.37263363,5.391564588,5.402213252,5.400821269,5.393026169,5.387597439,5.402491648,5.422466592,5.4219098,5.452394209,5.473482739,5.470768374,5.476405902,5.482182628,5.465200445,5.455595768,5.434159243,5.450654232,5.470907572,1.88669265,Love and freindship [sic] by jane austen   free ebook
5.253814901,5.239334814,5.226461001,5.231232579,5.244437095,5.236996268,5.233334908,5.223650021,5.222728776,5.217035952,5.222421694,5.24309066,5.260405348,5.278664903,5.289011197,5.317002882,5.333656163,5.332593188,5.340270232,1.487645864,A midsummer night's dream by william shakespeare   free ebook
5.328319234,5.344340777,5.415771292,5.419008242,5.432608873,5.423904469,5.328183228,5.322470963,5.322062944,5.323776623,5.401109811,5.391045345,5.37263009,5.33275304,5.3017164,5.282158692,5.269374099,5.279465767,5.287626146,0.978810217,The innocence of father brown by g. k. chesterton   free ebook
5.536126984,5.554412698,5.556825397,5.539174603,5.505269841,5.475873016,5.463047619,5.487746032,5.466349206,5.447428571,5.434793651,5.421269841,5.42831746,5.429015873,5.414285714,5.408126984,5.399238095,5.392825397,5.373333333,0.717650794,"Rasselas, prince of abyssinia by samuel johnson   free ebook"
5.458963458,5.421099176,5.446209515,5.496762835,5.473120984,5.422908418,5.422015967,5.405886935,5.412823716,5.391283183,5.422859739,5.305997274,5.334020251,5.368217369,5.270867138,5.278128448,5.337346661,5.386545077,5.472252872,0.212257415,"Plutarch's lives, volume 1 (of 4) by plutarch   free ebook"
